Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Frequency of Purchases
50.0,Female,Shirt,Clothing,97.0,Colorado,Spring,4.2,No,Standard,30,PayPal,Quarterly
31.0,Female,Shorts,Clothing,66.0,Wisconsin,Winter,3.7,No,Next Day Air,14,Bank Transfer,Fortnightly
41.0,Female,Hat,Accessories,70.0,Georgia,Spring,3.1,No,Express,33,Bank Transfer,Monthly
52.0,Female,Shoes,Footwear,50.0,Maryland,Winter,3.7,No,Store Pickup,35,Venmo,Weekly
27.0,Female,Pants,Clothing,85.0,New Jersey,Spring,3.2,No,Store Pickup,13,Cash,Quarterly
49.0,Female,Backpack,Accessories,59.0,Nevada,Summer,2.8,No,Standard,30,Cash,Fortnightly
69.0,Female,Pants,Clothing,74.0,Michigan,Summer,2.9,No,Free Shipping,30,Credit Card,Monthly
45.0,Female,Sunglasses,Accessories,38.0,Wyoming,Winter,3.5,No,Standard,47,Bank Transfer,Annually
20.0,Female,Sweater,Clothing,99.0,Massachusetts,Spring,3.8,No,Express,1,PayPal,Every 3 Months
25.0,Female,Blouse,Clothing,97.0,Washington,Spring,4.7,No,Free Shipping,1,Cash,Weekly
38.0,Female,Scarf,Accessories,67.0,Maine,Summer,4.5,No,Free Shipping,33,PayPal,Annually
55.0,Female,T-shirt,Clothing,20.0,Montana,Winter,3.9,No,Next Day Air,43,Bank Transfer,Weekly
62.0,Female,Sunglasses,Accessories,45.0,Oklahoma,Spring,3.4,No,Express,37,PayPal,Weekly
54.0,Female,Shoes,Footwear,52.0,North Dakota,Winter,4.6,No,2-Day Shipping,23,Cash,Quarterly
61.0,Female,Pants,Clothing,68.0,Connecticut,Fall,4.6,No,Standard,12,Credit Card,Annually
50.0,Female,Sneakers,Footwear,98.0,Texas,Fall,4.7,No,Standard,30,Venmo,Fortnightly
65.0,Female,Shoes,Footwear,83.0,Delaware,Fall,3.2,No,Express,7,Cash,Weekly
68.0,Female,Shorts,Clothing,51.0,Mississippi,Summer,5.0,No,Express,20,Debit Card,Monthly
55.0,Female,Handbag,Accessories,21.0,Minnesota,Spring,4.5,No,Express,10,Venmo,Monthly
57.0,Female,Handbag,Accessories,92.0,Georgia,Spring,3.5,No,Standard,40,Credit Card,Every 3 Months
56.0,Female,Shoes,Footwear,63.0,Iowa,Spring,4.5,No,Store Pickup,21,Venmo,Monthly
29.0,Female,Jewelry,Accessories,56.0,New York,Spring,3.2,No,Express,17,Credit Card,Bi-Weekly
24.0,Female,Shorts,Clothing,95.0,Nevada,Spring,4.6,No,Free Shipping,5,Bank Transfer,Weekly
59.0,Female,Blouse,Clothing,66.0,Virginia,Winter,4.0,No,Next Day Air,22,PayPal,Annually
62.0,Female,Coat,Outerwear,28.0,Idaho,Spring,4.2,No,Express,5,Venmo,Weekly
58.0,Female,Hat,Accessories,83.0,Colorado,Winter,4.1,No,Standard,18,PayPal,Every 3 Months
64.0,Female,Socks,Clothing,55.0,Wisconsin,Fall,3.6,No,2-Day Shipping,42,Cash,Every 3 Months
48.0,Female,Sandals,Footwear,28.0,Connecticut,Spring,3.7,No,2-Day Shipping,22,Debit Card,Annually
60.0,Female,Scarf,Accessories,79.0,Kansas,Summer,3.6,No,Free Shipping,37,Bank Transfer,Bi-Weekly
52.0,Female,Scarf,Accessories,31.0,Pennsylvania,Summer,3.8,No,Standard,23,Credit Card,Annually
63.0,Female,Blouse,Clothing,37.0,Utah,Fall,3.0,No,Standard,47,Debit Card,Fortnightly
44.0,Female,T-shirt,Clothing,34.0,Oregon,Summer,3.4,No,2-Day Shipping,11,Bank Transfer,Fortnightly
63.0,Female,Shoes,Footwear,74.0,West Virginia,Winter,4.8,No,Standard,32,Cash,Weekly
66.0,Female,Gloves,Accessories,31.0,Montana,Spring,2.6,No,Store Pickup,20,Venmo,Weekly
22.0,Female,Sunglasses,Accessories,66.0,Kentucky,Winter,2.9,No,Next Day Air,3,PayPal,Quarterly
62.0,Female,Shoes,Footwear,99.0,Minnesota,Spring,4.9,No,Free Shipping,32,Bank Transfer,Weekly
39.0,Female,Dress,Clothing,55.0,Louisiana,Spring,5.0,No,Free Shipping,5,Credit Card,Fortnightly
25.0,Female,Blouse,Clothing,23.0,Delaware,Spring,4.6,No,Next Day Air,45,Cash,Quarterly
70.0,Female,Sweater,Clothing,88.0,Arizona,Fall,4.2,No,Express,43,Cash,Bi-Weekly
52.0,Female,Jacket,Outerwear,26.0,Nevada,Summer,4.9,No,Next Day Air,1,PayPal,Every 3 Months
68.0,Female,Backpack,Accessories,94.0,Alaska,Summer,4.8,No,Standard,9,Venmo,Quarterly
18.0,Female,Shorts,Clothing,25.0,Utah,Fall,3.0,No,Next Day Air,13,Venmo,Every 3 Months
18.0,Female,Socks,Clothing,96.0,Kansas,Fall,3.5,No,Express,5,Credit Card,Annually
63.0,Female,Sneakers,Footwear,29.0,North Carolina,Spring,3.4,No,Standard,39,Credit Card,Fortnightly
47.0,Female,Sneakers,Footwear,36.0,Maryland,Winter,3.4,No,Free Shipping,7,Bank Transfer,Weekly
43.0,Female,Blouse,Clothing,90.0,Maine,Summer,4.9,No,Standard,8,Credit Card,Every 3 Months
60.0,Female,Gloves,Accessories,38.0,Illinois,Summer,4.4,No,Free Shipping,40,Venmo,Annually
49.0,Female,Handbag,Accessories,52.0,Pennsylvania,Spring,4.2,No,Store Pickup,35,PayPal,Monthly
28.0,Female,Jeans,Clothing,88.0,Alaska,Spring,3.1,No,Next Day Air,14,Venmo,Monthly
32.0,Female,Scarf,Accessories,56.0,New Mexico,Summer,4.0,No,Next Day Air,26,Credit Card,Monthly
29.0,Female,Sandals,Footwear,71.0,Arkansas,Spring,4.8,No,Next Day Air,14,PayPal,Quarterly
35.0,Female,Sandals,Footwear,94.0,Alaska,Fall,3.3,No,Express,9,Bank Transfer,Fortnightly
23.0,Female,Dress,Clothing,97.0,Louisiana,Winter,4.7,No,Standard,32,Debit Card,Annually
70.0,Female,Skirt,Clothing,27.0,North Dakota,Summer,3.2,No,Standard,15,Bank Transfer,Every 3 Months
23.0,Female,Shorts,Clothing,28.0,Rhode Island,Spring,5.0,No,Standard,25,Credit Card,Monthly
43.0,Female,Jeans,Clothing,67.0,Connecticut,Fall,4.9,No,Free Shipping,27,PayPal,Monthly
29.0,Female,Socks,Clothing,70.0,New York,Fall,4.9,No,Express,39,Bank Transfer,Quarterly
61.0,Female,Coat,Outerwear,95.0,Kentucky,Fall,3.7,No,Express,49,Venmo,Bi-Weekly
29.0,Female,Boots,Footwear,24.0,Maine,Spring,3.0,No,Express,12,Venmo,Bi-Weekly
66.0,Female,Belt,Accessories,35.0,Missouri,Winter,2.6,No,Standard,13,Bank Transfer,Weekly
46.0,Female,Shoes,Footwear,22.0,Georgia,Winter,2.6,No,Standard,22,Bank Transfer,Quarterly
34.0,Female,Scarf,Accessories,66.0,Arizona,Fall,4.8,No,Standard,19,Credit Card,Every 3 Months
51.0,Female,Blouse,Clothing,83.0,New Hampshire,Summer,3.2,No,2-Day Shipping,3,Cash,Bi-Weekly
26.0,Female,Dress,Clothing,95.0,Georgia,Fall,4.9,No,Next Day Air,50,Credit Card,Weekly
23.0,Female,Shorts,Clothing,41.0,California,Summer,3.4,No,2-Day Shipping,15,PayPal,Annually
52.0,Female,Blouse,Clothing,77.0,Arizona,Summer,2.7,No,Store Pickup,44,Credit Card,Every 3 Months
39.0,Female,Sneakers,Footwear,52.0,Florida,Fall,4.8,No,Express,48,Debit Card,Monthly
39.0,Female,Gloves,Accessories,41.0,New York,Winter,4.1,No,Standard,4,Venmo,Bi-Weekly
33.0,Female,Hoodie,Clothing,28.0,Idaho,Winter,4.6,No,Store Pickup,12,PayPal,Bi-Weekly
33.0,Female,Sweater,Clothing,90.0,Virginia,Summer,4.4,No,Standard,33,Debit Card,Annually
23.0,Female,Sunglasses,Accessories,55.0,Michigan,Spring,3.5,No,2-Day Shipping,40,Cash,Annually
31.0,Female,Belt,Accessories,73.0,New Hampshire,Spring,4.8,No,Next Day Air,38,Cash,Every 3 Months
27.0,Female,Dress,Clothing,87.0,South Dakota,Fall,2.9,No,2-Day Shipping,19,Venmo,Every 3 Months
48.0,Female,Jacket,Outerwear,89.0,South Dakota,Winter,3.2,No,2-Day Shipping,38,Bank Transfer,Quarterly
61.0,Female,Boots,Footwear,82.0,New Jersey,Spring,4.4,No,2-Day Shipping,18,Venmo,Fortnightly
63.0,Female,Sandals,Footwear,80.0,Wyoming,Spring,4.6,No,Next Day Air,24,PayPal,Monthly
19.0,Female,Scarf,Accessories,87.0,Alabama,Summer,2.6,No,2-Day Shipping,29,Venmo,Quarterly
21.0,Female,Blouse,Clothing,41.0,South Dakota,Spring,3.1,No,Store Pickup,14,PayPal,Annually
28.0,Female,Hoodie,Clothing,83.0,South Carolina,Spring,4.3,No,Standard,44,Cash,Fortnightly
29.0,Female,Sunglasses,Accessories,71.0,New Mexico,Summer,3.1,No,Standard,18,Bank Transfer,Quarterly
23.0,Female,Hoodie,Clothing,76.0,Connecticut,Spring,4.6,No,Store Pickup,19,Bank Transfer,Bi-Weekly
37.0,Female,Scarf,Accessories,34.0,Kansas,Spring,4.6,No,Express,4,Cash,Weekly
67.0,Female,Dress,Clothing,81.0,South Carolina,Spring,2.7,No,Free Shipping,25,Cash,Bi-Weekly
34.0,Female,T-shirt,Clothing,47.0,North Carolina,Summer,3.0,No,Next Day Air,3,PayPal,Monthly
58.0,Female,Skirt,Clothing,36.0,Wyoming,Summer,3.3,No,Store Pickup,40,Debit Card,Quarterly
45.0,Female,Jeans,Clothing,51.0,Louisiana,Spring,2.7,No,Free Shipping,5,Cash,Weekly
63.0,Female,Hoodie,Clothing,86.0,Louisiana,Fall,3.3,No,Standard,17,Debit Card,Annually
68.0,Female,Jeans,Clothing,41.0,Alabama,Fall,4.3,No,Store Pickup,36,Bank Transfer,Every 3 Months
41.0,Female,Sandals,Footwear,90.0,Minnesota,Fall,4.8,No,Express,41,Venmo,Annually
50.0,Female,Hat,Accessories,93.0,New Mexico,Fall,3.3,No,Standard,20,Venmo,Bi-Weekly
24.0,Female,Gloves,Accessories,56.0,Tennessee,Fall,4.3,No,Next Day Air,2,Cash,Every 3 Months
21.0,Female,Socks,Clothing,39.0,New Mexico,Summer,3.0,No,2-Day Shipping,31,Debit Card,Monthly
18.0,Female,Jacket,Outerwear,86.0,Texas,Fall,4.8,No,2-Day Shipping,23,Bank Transfer,Fortnightly
63.0,Female,T-shirt,Clothing,82.0,Washington,Spring,2.9,No,Standard,30,Credit Card,Annually
47.0,Female,Sandals,Footwear,29.0,Michigan,Summer,3.6,No,Standard,26,Cash,Every 3 Months
58.0,Female,Hat,Accessories,27.0,Minnesota,Fall,3.5,No,Store Pickup,40,Venmo,Annually
46.0,Female,Gloves,Accessories,25.0,Delaware,Spring,4.7,No,2-Day Shipping,19,Bank Transfer,Annually
35.0,Female,Dress,Clothing,31.0,California,Winter,4.4,No,Free Shipping,4,Credit Card,Monthly
42.0,Female,Hoodie,Clothing,23.0,Wisconsin,Winter,3.3,No,Store Pickup,33,Debit Card,Fortnightly
48.0,Female,Belt,Accessories,47.0,Kentucky,Fall,4.3,No,Express,29,Debit Card,Monthly
28.0,Female,Gloves,Accessories,67.0,Nevada,Fall,4.0,No,2-Day Shipping,47,PayPal,Bi-Weekly
44.0,Female,Scarf,Accessories,75.0,North Carolina,Winter,4.9,No,2-Day Shipping,50,Venmo,Weekly
60.0,Female,Sandals,Footwear,82.0,Louisiana,Summer,2.9,No,Express,28,Credit Card,Fortnightly
38.0,Female,Sneakers,Footwear,32.0,New Jersey,Summer,4.0,No,2-Day Shipping,5,Cash,Fortnightly
46.0,Female,Dress,Clothing,41.0,Wisconsin,Fall,4.3,No,Store Pickup,12,Credit Card,Annually
39.0,Female,Jewelry,Accessories,89.0,Arkansas,Winter,2.7,No,2-Day Shipping,4,PayPal,Weekly
22.0,Female,Hat,Accessories,82.0,Texas,Fall,5.0,No,Store Pickup,22,Bank Transfer,Bi-Weekly
44.0,Female,Scarf,Accessories,99.0,Illinois,Winter,4.4,No,Express,32,PayPal,Weekly
69.0,Female,Blouse,Clothing,98.0,Mississippi,Fall,3.5,No,Express,32,Venmo,Quarterly
39.0,Female,Belt,Accessories,54.0,Delaware,Winter,3.3,No,Next Day Air,48,Cash,Every 3 Months
53.0,Female,Blouse,Clothing,88.0,Georgia,Summer,3.8,No,Free Shipping,35,Credit Card,Monthly
52.0,Female,T-shirt,Clothing,43.0,Kansas,Summer,4.5,No,Standard,44,Debit Card,Fortnightly
65.0,Female,Hat,Accessories,73.0,Oklahoma,Winter,4.8,No,Store Pickup,29,Cash,Weekly
48.0,Female,Hat,Accessories,50.0,New Jersey,Fall,2.9,No,Store Pickup,26,Credit Card,Monthly
27.0,Female,Sneakers,Footwear,73.0,Utah,Spring,3.2,No,Express,3,Debit Card,Quarterly
39.0,Female,Gloves,Accessories,51.0,Montana,Spring,2.8,No,Free Shipping,1,Bank Transfer,Bi-Weekly
59.0,Female,Socks,Clothing,22.0,Ohio,Winter,3.3,No,Standard,17,PayPal,Annually
52.0,Female,Sandals,Footwear,32.0,Colorado,Fall,3.3,No,Free Shipping,17,Credit Card,Fortnightly
50.0,Female,Sandals,Footwear,38.0,California,Summer,4.2,No,2-Day Shipping,36,Cash,Weekly
32.0,Female,Boots,Footwear,66.0,Utah,Winter,3.6,No,Express,32,Credit Card,Fortnightly
40.0,Female,Backpack,Accessories,20.0,Kansas,Spring,4.6,No,Express,50,PayPal,Bi-Weekly
26.0,Female,Coat,Outerwear,44.0,Illinois,Summer,3.6,No,2-Day Shipping,39,Venmo,Annually
47.0,Female,Sunglasses,Accessories,31.0,Minnesota,Spring,4.0,No,Next Day Air,17,PayPal,Monthly
51.0,Female,Jacket,Outerwear,45.0,New York,Fall,2.7,No,Free Shipping,39,Bank Transfer,Every 3 Months
47.0,Female,Dress,Clothing,71.0,Arizona,Summer,4.4,No,Store Pickup,5,PayPal,Annually
53.0,Female,Scarf,Accessories,96.0,Tennessee,Fall,3.2,No,Standard,47,Debit Card,Annually
35.0,Female,Blouse,Clothing,32.0,Arkansas,Winter,2.6,No,Next Day Air,18,Venmo,Weekly
38.0,Female,Backpack,Accessories,90.0,Colorado,Summer,3.4,No,Free Shipping,31,Credit Card,Every 3 Months
69.0,Female,Jewelry,Accessories,68.0,Nevada,Spring,5.0,No,2-Day Shipping,39,Debit Card,Fortnightly
47.0,Female,Shorts,Clothing,45.0,Kansas,Winter,2.9,No,Store Pickup,12,Bank Transfer,Weekly
31.0,Female,Skirt,Clothing,67.0,New York,Winter,5.0,No,Free Shipping,45,Cash,Bi-Weekly
68.0,Female,Skirt,Clothing,57.0,Minnesota,Fall,4.4,No,Standard,33,Credit Card,Fortnightly
51.0,Female,Jeans,Clothing,60.0,Ohio,Summer,3.5,No,2-Day Shipping,3,PayPal,Annually
20.0,Female,Handbag,Accessories,32.0,Arizona,Spring,3.8,No,Express,5,Venmo,Every 3 Months
27.0,Female,Handbag,Accessories,29.0,Kentucky,Fall,3.8,No,Store Pickup,23,Debit Card,Monthly
67.0,Female,Coat,Outerwear,20.0,Minnesota,Spring,3.9,No,Next Day Air,39,Credit Card,Fortnightly
21.0,Female,Jewelry,Accessories,98.0,Arkansas,Winter,3.3,No,Next Day Air,10,Credit Card,Annually
20.0,Female,Sweater,Clothing,27.0,Wyoming,Fall,2.9,No,Next Day Air,4,Credit Card,Bi-Weekly
35.0,Female,Jacket,Outerwear,67.0,North Dakota,Spring,3.7,No,2-Day Shipping,18,Credit Card,Monthly
58.0,Female,Shoes,Footwear,82.0,Alabama,Winter,3.7,No,Express,1,Debit Card,Every 3 Months
28.0,Female,T-shirt,Clothing,144.0,Mississippi,Fall,4.6,No,Standard,18,PayPal,Fortnightly
27.0,Female,Sandals,Footwear,77.0,Illinois,Fall,4.9,No,Store Pickup,46,Bank Transfer,Annually
19.0,Female,Shoes,Footwear,74.0,Arkansas,Winter,3.1,No,2-Day Shipping,13,Bank Transfer,Fortnightly
63.0,Female,Sandals,Footwear,39.0,Kansas,Winter,3.5,No,Next Day Air,5,Credit Card,Fortnightly
69.0,Female,Shorts,Clothing,80.0,Rhode Island,Spring,4.9,No,Next Day Air,11,Debit Card,Weekly
65.0,Female,Backpack,Accessories,59.0,Florida,Summer,4.4,No,Express,49,Credit Card,Weekly
63.0,Female,Jacket,Outerwear,68.0,Missouri,Fall,4.4,No,Store Pickup,1,Debit Card,Fortnightly
28.0,Female,Socks,Clothing,77.0,North Carolina,Fall,3.4,No,Next Day Air,11,Credit Card,Quarterly
67.0,Female,Jewelry,Accessories,50.0,Alabama,Winter,3.0,No,2-Day Shipping,47,Cash,Every 3 Months
51.0,Female,Pants,Clothing,45.0,Washington,Fall,2.6,No,Next Day Air,20,Venmo,Monthly
59.0,Female,Blouse,Clothing,71.0,Michigan,Summer,3.2,No,Store Pickup,18,Venmo,Annually
25.0,Female,Socks,Clothing,52.0,Washington,Fall,4.6,No,Store Pickup,43,PayPal,Quarterly
31.0,Female,Shoes,Footwear,50.0,Vermont,Winter,3.8,No,Free Shipping,4,PayPal,Every 3 Months
62.0,Female,Handbag,Accessories,66.0,Illinois,Summer,4.8,No,2-Day Shipping,20,Venmo,Quarterly
51.0,Female,Sandals,Footwear,81.0,New York,Fall,4.5,No,Free Shipping,7,PayPal,Monthly
32.0,Female,Socks,Clothing,28.0,Rhode Island,Summer,4.2,No,2-Day Shipping,31,Bank Transfer,Fortnightly
35.0,Female,Handbag,Accessories,65.0,Washington,Winter,2.7,No,2-Day Shipping,41,Venmo,Fortnightly
70.0,Female,Hat,Accessories,80.0,Virginia,Winter,4.5,No,Express,3,Bank Transfer,Monthly
19.0,Female,Jewelry,Accessories,94.0,Wisconsin,Spring,4.9,No,Free Shipping,16,PayPal,Monthly
32.0,Female,Backpack,Accessories,30.0,Michigan,Fall,2.8,No,Standard,43,Cash,Annually
56.0,Female,Shirt,Clothing,45.0,Texas,Fall,3.5,No,Standard,29,Bank Transfer,Fortnightly
53.0,Female,Coat,Outerwear,91.0,Idaho,Summer,2.5,No,Store Pickup,5,Cash,Bi-Weekly
22.0,Female,Sunglasses,Accessories,36.0,Iowa,Winter,2.9,No,Standard,30,Debit Card,Quarterly
26.0,Female,Gloves,Accessories,73.0,Connecticut,Fall,4.2,No,Next Day Air,33,Debit Card,Monthly
42.0,Female,Shirt,Clothing,60.0,Wyoming,Fall,4.6,No,Store Pickup,46,Venmo,Bi-Weekly
30.0,Female,Socks,Clothing,77.0,Mississippi,Winter,3.0,No,Free Shipping,17,Venmo,Fortnightly
29.0,Female,Skirt,Clothing,86.0,Pennsylvania,Spring,4.4,No,Free Shipping,47,Credit Card,Bi-Weekly
47.0,Female,Shorts,Clothing,42.0,Tennessee,Summer,2.6,No,Standard,17,Cash,Bi-Weekly
59.0,Female,Sandals,Footwear,70.0,Louisiana,Spring,4.8,No,Free Shipping,17,Cash,Bi-Weekly
34.0,Female,Shirt,Clothing,44.0,Arkansas,Summer,2.9,No,Next Day Air,28,Bank Transfer,Every 3 Months
52.0,Female,Sunglasses,Accessories,91.0,West Virginia,Spring,3.0,No,Next Day Air,8,Cash,Monthly
47.0,Female,Jewelry,Accessories,30.0,South Carolina,Fall,4.5,No,Standard,8,Bank Transfer,Quarterly
24.0,Female,Blouse,Clothing,23.0,Kansas,Fall,3.7,No,Store Pickup,4,Bank Transfer,Bi-Weekly
63.0,Female,Sandals,Footwear,21.0,Michigan,Summer,4.8,No,Next Day Air,24,PayPal,Weekly
59.0,Female,Coat,Outerwear,34.0,Alabama,Spring,4.8,No,Free Shipping,29,Cash,Fortnightly
66.0,Female,Blouse,Clothing,46.0,South Dakota,Summer,4.7,No,2-Day Shipping,10,Venmo,Weekly
45.0,Female,Sweater,Clothing,41.0,Rhode Island,Winter,2.6,No,Express,11,PayPal,Bi-Weekly
38.0,Female,Skirt,Clothing,33.0,Florida,Fall,4.6,No,Standard,18,Bank Transfer,Fortnightly
63.0,Female,Blouse,Clothing,48.0,Connecticut,Fall,3.4,No,Next Day Air,26,Bank Transfer,Annually
55.0,Female,Hoodie,Clothing,66.0,Pennsylvania,Winter,3.0,No,Standard,39,Cash,Weekly
25.0,Female,Skirt,Clothing,54.0,California,Spring,4.0,No,2-Day Shipping,4,Venmo,Annually
51.0,Female,Backpack,Accessories,55.0,Oklahoma,Fall,2.6,No,Store Pickup,24,Bank Transfer,Weekly
28.0,Female,Handbag,Accessories,84.0,North Dakota,Summer,3.4,No,Store Pickup,2,Bank Transfer,Every 3 Months
46.0,Female,Sandals,Footwear,66.0,New Mexico,Spring,4.5,No,Store Pickup,36,Cash,Annually
58.0,Female,Shoes,Footwear,65.0,South Carolina,Spring,2.7,No,Store Pickup,36,Venmo,Weekly
30.0,Female,Sandals,Footwear,83.0,Michigan,Fall,2.9,No,Standard,23,PayPal,Every 3 Months
68.0,Female,Sunglasses,Accessories,61.0,Missouri,Winter,4.0,No,Store Pickup,36,Credit Card,Quarterly
28.0,Female,Skirt,Clothing,65.0,Colorado,Summer,3.2,No,Free Shipping,2,Debit Card,Annually
26.0,Female,Sandals,Footwear,55.0,Kansas,Spring,4.0,No,Store Pickup,17,Cash,Bi-Weekly
35.0,Female,Gloves,Accessories,79.0,Illinois,Fall,3.4,No,2-Day Shipping,19,Venmo,Weekly
40.0,Female,Hoodie,Clothing,96.0,South Carolina,Fall,4.9,No,Express,41,PayPal,Monthly
31.0,Female,Socks,Clothing,43.0,Utah,Fall,3.6,No,Free Shipping,27,PayPal,Quarterly
60.0,Female,Jewelry,Accessories,40.0,Hawaii,Summer,3.6,No,2-Day Shipping,32,Bank Transfer,Fortnightly
69.0,Female,Hat,Accessories,62.0,Texas,Fall,3.2,No,Free Shipping,33,Cash,Annually
51.0,Female,Blouse,Clothing,72.0,Oregon,Spring,3.7,No,2-Day Shipping,24,PayPal,Quarterly
49.0,Female,Shoes,Footwear,87.0,Arizona,Spring,2.6,No,Express,31,Debit Card,Every 3 Months
18.0,Female,Hat,Accessories,31.0,New York,Winter,3.9,No,Express,35,Credit Card,Weekly
63.0,Female,Sunglasses,Accessories,34.0,Nebraska,Fall,3.4,No,Free Shipping,2,Bank Transfer,Monthly
57.0,Female,Shirt,Clothing,53.0,Vermont,Fall,3.4,No,Next Day Air,42,Debit Card,Every 3 Months
45.0,Female,T-shirt,Clothing,85.0,Maryland,Summer,4.2,No,Express,47,Bank Transfer,Every 3 Months
36.0,Female,Pants,Clothing,50.0,Tennessee,Fall,2.9,No,Standard,44,Bank Transfer,Bi-Weekly
20.0,Female,Pants,Clothing,91.0,Pennsylvania,Summer,4.1,No,Free Shipping,8,Bank Transfer,Every 3 Months
21.0,Female,Hat,Accessories,56.0,South Carolina,Fall,3.6,No,Free Shipping,13,Credit Card,Quarterly
62.0,Female,Coat,Outerwear,60.0,Connecticut,Fall,4.0,No,Next Day Air,10,Cash,Annually
23.0,Female,Jacket,Outerwear,34.0,Kentucky,Fall,4.0,No,Standard,1,Credit Card,Fortnightly
26.0,Female,Sandals,Footwear,30.0,Rhode Island,Spring,3.6,No,Free Shipping,1,Debit Card,Monthly
30.0,Female,Gloves,Accessories,71.0,Colorado,Winter,3.1,No,Express,18,Bank Transfer,Annually
18.0,Female,Dress,Clothing,100.0,Oklahoma,Winter,4.4,No,Next Day Air,2,PayPal,Annually
47.0,Female,Belt,Accessories,85.0,Idaho,Fall,4.3,No,Next Day Air,36,Debit Card,Every 3 Months
41.0,Female,Socks,Clothing,83.0,Maine,Summer,3.5,No,Next Day Air,17,Debit Card,Bi-Weekly
62.0,Female,Jacket,Outerwear,31.0,Vermont,Winter,3.0,No,Standard,1,Debit Card,Annually
28.0,Female,Boots,Footwear,82.0,Rhode Island,Spring,4.7,No,2-Day Shipping,50,Cash,Quarterly
46.0,Female,Shirt,Clothing,79.0,Florida,Summer,2.5,No,2-Day Shipping,3,Credit Card,Bi-Weekly
54.0,Female,Hat,Accessories,62.0,West Virginia,Spring,3.1,No,2-Day Shipping,45,PayPal,Quarterly
36.0,Female,Shoes,Footwear,92.0,Indiana,Spring,3.3,No,Free Shipping,28,PayPal,Annually
25.0,Female,Socks,Clothing,58.0,Illinois,Fall,4.7,No,Next Day Air,6,Debit Card,Every 3 Months
38.0,Female,Hoodie,Clothing,88.0,California,Spring,3.4,No,Next Day Air,33,Debit Card,Every 3 Months
38.0,Female,Sandals,Footwear,44.0,Massachusetts,Spring,3.1,No,2-Day Shipping,29,PayPal,Annually
42.0,Female,Jeans,Clothing,56.0,Idaho,Spring,4.6,No,Store Pickup,2,PayPal,Every 3 Months
19.0,Female,Jewelry,Accessories,23.0,Kentucky,Winter,4.9,No,Free Shipping,43,PayPal,Bi-Weekly
34.0,Female,Shorts,Clothing,45.0,Delaware,Spring,2.7,No,Free Shipping,48,Cash,Fortnightly
38.0,Female,Sunglasses,Accessories,31.0,Idaho,Fall,4.2,No,Free Shipping,43,Credit Card,Weekly
42.0,Female,Pants,Clothing,96.0,Virginia,Summer,2.6,No,Store Pickup,26,Debit Card,Bi-Weekly
58.0,Female,Shirt,Clothing,96.0,Arizona,Spring,3.2,No,2-Day Shipping,26,Debit Card,Bi-Weekly
56.0,Female,Shirt,Clothing,80.0,Maryland,Fall,4.4,No,Standard,50,Credit Card,Bi-Weekly
62.0,Female,Pants,Clothing,28.0,Idaho,Fall,3.6,No,Free Shipping,36,Debit Card,Quarterly
24.0,Female,Hoodie,Clothing,51.0,New Jersey,Summer,2.7,No,Next Day Air,26,Bank Transfer,Fortnightly
60.0,Female,Socks,Clothing,41.0,Washington,Spring,4.3,No,Express,2,Debit Card,Monthly
53.0,Female,Coat,Outerwear,99.0,Idaho,Summer,2.6,No,Next Day Air,49,PayPal,Monthly
26.0,Female,Sweater,Clothing,53.0,Rhode Island,Spring,4.3,No,Store Pickup,32,Bank Transfer,Bi-Weekly
34.0,Female,Backpack,Accessories,25.0,Delaware,Fall,3.9,No,2-Day Shipping,3,Venmo,Annually
24.0,Female,Blouse,Clothing,95.0,Alaska,Winter,2.9,No,2-Day Shipping,38,Venmo,Every 3 Months
42.0,Female,Hoodie,Clothing,88.0,Arizona,Fall,3.1,No,Free Shipping,5,PayPal,Monthly
36.0,Female,Jewelry,Accessories,97.0,Alabama,Fall,4.2,No,Free Shipping,8,Credit Card,Every 3 Months
24.0,Female,Coat,Outerwear,81.0,Washington,Winter,4.1,No,2-Day Shipping,43,Venmo,Weekly
39.0,Female,Sunglasses,Accessories,26.0,Louisiana,Winter,4.2,No,Next Day Air,22,Bank Transfer,Fortnightly
46.0,Female,Shoes,Footwear,41.0,Nebraska,Summer,4.4,No,Express,10,Cash,Every 3 Months
64.0,Female,Skirt,Clothing,93.0,Pennsylvania,Fall,3.4,No,Free Shipping,26,Credit Card,Monthly
64.0,Female,Skirt,Clothing,69.0,South Carolina,Spring,4.8,No,Express,42,Debit Card,Bi-Weekly
61.0,Female,Skirt,Clothing,44.0,California,Fall,4.5,No,2-Day Shipping,33,Cash,Weekly
61.0,Female,Sandals,Footwear,54.0,Indiana,Spring,2.7,No,Store Pickup,23,Bank Transfer,Quarterly
44.0,Female,Sneakers,Footwear,61.0,Missouri,Spring,3.5,No,Store Pickup,30,Venmo,Quarterly
65.0,Female,Socks,Clothing,80.0,Connecticut,Fall,3.1,No,Next Day Air,36,PayPal,Weekly
60.0,Female,Backpack,Accessories,30.0,Nevada,Summer,2.8,No,Next Day Air,3,Venmo,Every 3 Months
65.0,Female,Shorts,Clothing,94.0,New York,Fall,2.9,No,Store Pickup,13,PayPal,Annually
27.0,Female,Shirt,Clothing,24.0,Oklahoma,Winter,4.5,No,Standard,38,Cash,Every 3 Months
